isotope, symbol, Z  , N  , A  , is_parenthesized, mass_number_uncertain, T_half_raw          , T_half_s              , T_half_err_plus_s     , T_half_err_minus_s    , T_half_err_s          , T_half_unit, T_half_qualifier, T_half_estimated, Jpi_raw       , Jpi_estimated, decay_modes_raw                 , branching_raw                  , b_alpha_percent, b_alpha_err_plus_percent, b_alpha_err_minus_percent, b_alpha_err_percent, b_alpha_qualifier, b_alpha_estimated, T_alpha_half_s        , T_alpha_half_err_plus_s, T_alpha_half_err_minus_s, T_alpha_half_err_s    , T_alpha_half_qualifier, T_alpha_half_estimated, b_SF_percent, b_SF_err_plus_percent, b_SF_err_minus_percent, b_SF_err_percent, b_SF_qualifier, b_SF_estimated, T_SF_half_s           , T_SF_half_err_plus_s  , T_SF_half_err_minus_s , T_SF_half_err_s       , T_SF_half_qualifier, T_SF_half_estimated, Qalpha_raw  , Qalpha_keV, Qalpha_MeV         , Qalpha_err_keV      , Qalpha_err_MeV       , Qalpha_estimated, Qalpha_is_experimental, Qalpha_qualifier, has_estimated_marker, nonexperimental_fields, discovery_year
273Ds  , Ds    , 110, 163, 273, False           , False                , 17^+31_-7 ms        , 0.017                 , 0.031                 , 0.007                 , 0.07750000000000001   , ms         ,                 , False           , (11/2)        , False        , alpha                           , 100                            ,          100.0 ,                         ,                          ,                    ,                  , False            , 0.03                  , 0.14                   , 0.015                   , 0.07750000000000001   ,                       , False                 ,             ,                      ,                       ,                 ,               , False         ,                       ,                       ,                       ,                       ,                    , False              , 11090(20)   ,   11090.0 , 11.09              ,  20.0               , 0.02                 , False           , True                  ,                 , False               ,                       ,         1996.0
273Ds^m, Ds    , 110, 163, 273, False           , False                , 0.16^+0.08_-0.05 ms , 0.00016               , 8e-05                 , 5e-05                 , 6.5e-05               , ms         ,                 , False           ,               , False        , alpha                           , 1                              ,          100.0 ,                         ,                          ,                    ,                  , False            , 0.00016               , 8e-05                  , 5e-05                   , 6.5e-05               ,                       , False                 ,             ,                      ,                       ,                 ,               , False         ,                       ,                       ,                       ,                       ,                    , False              , 11.33(2) MeV,   11330.0 , 11.33              ,  20.0               , 0.02                 , False           , True                  ,                 , False               ,                       ,             
275Ds  , Ds    , 110, 165, 275, False           , False                , 0.43^+0.29_-0.12 ms , 0.00043               , 0.00029               , 0.00012               , 0.000205              , ms         ,                 , False           ,               , False        , alpha                           , 100                            ,          100.0 ,                         ,                          ,                    ,                  , False            , 0.00043               , 0.00029                , 0.00011999999999999999  , 0.000205              ,                       , False                 ,             ,                      ,                       ,                 ,               , False         ,                       ,                       ,                       ,                       ,                    , False              , 11370(20)   ,   11370.0 , 11.37              ,  20.0               , 0.02                 , False           , True                  ,                 , False               ,                       ,         2024.0
276Ds  , Ds    , 110, 166, 276, False           , False                , 0.15^+0.10_-0.04 ms , 0.00015               , 0.0001                , 4e-05                 , 7.000000000000001e-05 , ms         ,                 , False           ,               , False        , "alpha, SF"                     , 43/57                          ,           43.0 ,                         ,                          ,                    ,                  , False            , 0.00034883720930232553, 0.0002325581395348837  , 9.30232558139535e-05    , 0.0001627906976744186 ,                       , False                 , 57.0        ,                      ,                       ,                 ,               , False         , 0.0002631578947368421 , 0.00017543859649122808, 7.017543859649124e-05 , 0.00012280701754385965,                    , False              , 10904(28)   ,   10904.0 , 10.904             ,  28.0               , 0.028                , False           , True                  ,                 , False               ,                       ,         2023.0
277Ds  , Ds    , 110, 167, 277, False           , False                , 3.5^+2.1_-0.9 ms    , 0.0035                , 0.0021000000000000003 , 0.0009000000000000001 , 0.0015000000000000002 , ms         ,                 , False           ,               , False        , "alpha, SF"                     , 100/?                          ,          100.0 ,                         ,                          ,                    ,                  , False            , 0.0035                , 0.0021000000000000003  , 0.0009000000000000001   , 0.0015000000000000002 ,                       , False                 ,             ,                      ,                       ,                 , unknown       , False         ,                       ,                       ,                       ,                       ,                    , False              , 10710(40)^t ,   10710.0 , 10.71              ,  40.0               , 0.04                 , False           , True                  ,                 , False               ,                       ,         2010.0
279Ds  , Ds    , 110, 169, 279, False           , False                , 186^+21_-17 ms      , 0.186                 , 0.021                 , 0.017                 , 0.019000000000000003  , ms         ,                 , False           ,               , False        , "alpha, SF"                     , 13/87                          ,           13.0 ,                         ,                          ,                    ,                  , False            , 1.4307692307692308    , 0.16153846153846155    , 0.13076923076923078     , 0.14615384615384616   ,                       , False                 , 87.0        ,                      ,                       ,                 ,               , False         , 0.21379310344827587   , 0.024137931034482762  , 0.01954022988505747   , 0.021839080459770115  ,                    , False              , 9827(15)#   ,    9827.0 ,  9.827             ,  15.0               , 0.015                , True            , False                 ,                 , True                , Qalpha                ,         2004.0
280Ds  , Ds    , 110, 170, 280, False           , False                , 0.36^+1.72_-0.16 s  , 0.36                  , 1.72                  , 0.16                  , 0.94                  , s          ,                 , False           ,               , False        , SF                              , 100                            ,                ,                         ,                          ,                    ,                  , False            ,                       ,                        ,                         ,                       ,                       , False                 , 100.0       ,                      ,                       ,                 ,               , False         , 0.36                  , 1.72                  , 0.16                  , 0.94                  ,                    , False              , 9710(200)#  ,    9710.0 ,  9.71              , 200.0               , 0.2                  , True            , False                 ,                 , True                , Qalpha                ,         2021.0
281Ds  , Ds    , 110, 171, 281, False           , False                , 13.0^+4.5_-2.7 s    , 13.0                  , 4.5                   , 2.7                   , 3.6                   , s          ,                 , False           ,               , False        , "alpha, SF"                     , 10/90                          ,           10.0 ,                         ,                          ,                    ,                  , False            , 130.0                 , 45.0                   , 27.0                    , 36.0                  ,                       , False                 , 90.0        ,                      ,                       ,                 ,               , False         , 14.444444444444445    , 5.0                   , 3.0                   , 4.0                   ,                    , False              , 9470(210)#  ,    9470.0 ,  9.47              , 210.0               , 0.21                 , True            , False                 ,                 , True                , Qalpha                ,         2004.0
272Rg  , Rg    , 111, 161, 272, False           , False                , 3.8^+1.4_-0.8 ms    , 0.0038                , 0.0014                , 0.0008                , 0.0011                , ms         ,                 , False           ,               , False        , alpha                           , 100                            ,          100.0 ,                         ,                          ,                    ,                  , False            , 0.0038                , 0.0014                 , 0.0008                  , 0.0011                ,                       , False                 ,             ,                      ,                       ,                 ,               , False         ,                       ,                       ,                       ,                       ,                    , False              , 11197(13)   ,   11197.0 , 11.197             ,  13.0               , 0.013                , False           , True                  ,                 , False               ,                       ,         1995.0
274Rg  , Rg    , 111, 163, 274, False           , False                , 12^+17_-5 ms        , 0.012                 , 0.017                 , 0.005                 , 0.011000000000000001  , ms         ,                 , False           ,               , False        , alpha                           , 100                            ,          100.0 ,                         ,                          ,                    ,                  , False            , 0.012                 , 0.017                  , 0.005                   , 0.011000000000000001  ,                       , False                 ,             ,                      ,                       ,                 ,               , False         ,                       ,                       ,                       ,                       ,                    , False              , 11480(90)   ,   11480.0 , 11.48              ,  90.0               , 0.09                 , False           , True                  ,                 , False               ,                       ,         2004.0
278Rg  , Rg    , 111, 167, 278, False           , False                , 4.6^+5.5_-1.6 ms    , 0.0046                , 0.0055                , 0.0016                , 0.0035499999999999998 , ms         ,                 , False           ,               , False        , "alpha, SF"                     , approx 100/?                   ,          100.0 ,                         ,                          ,                    , approx           , False            , 0.0046                , 0.0055                 , 0.0016                  , 0.0035499999999999998 , approx                , False                 ,             ,                      ,                       ,                 , unknown       , False         ,                       ,                       ,                       ,                       ,                    , False              , 10850(100)  ,   10850.0 , 10.85              , 100.0               , 0.1                  , False           , True                  ,                 , False               ,                       ,         2007.0
279Rg  , Rg    , 111, 168, 279, False           , False                , 90^+60_-25 ms       , 0.09                  , 0.06                  , 0.025                 , 0.042499999999999996  , ms         ,                 , False           ,               , False        , "alpha, SF"                     , 87/13                          ,           87.0 ,                         ,                          ,                    ,                  , False            , 0.10344827586206896   , 0.06896551724137931    , 0.028735632183908046    , 0.048850574712643674  ,                       , False                 , 13.0        ,                      ,                       ,                 ,               , False         , 0.6923076923076923    , 0.4615384615384615    , 0.19230769230769232   , 0.3269230769230769    ,                    , False              , 10530(170)  ,   10530.0 , 10.53              , 170.0               , 0.17                 , False           , True                  ,                 , False               ,                       ,         2004.0
280Rg  , Rg    , 111, 169, 280, False           , False                , 3.9(3) s            , 3.9                   , 0.30000000000000004   , 0.30000000000000004   , 0.30000000000000004   , s          ,                 , False           ,               , False        , alpha                           , 100                            ,          100.0 ,                         ,                          ,                    ,                  , False            , 3.9                   , 0.30000000000000004    , 0.30000000000000004     , 0.30000000000000004   ,                       , False                 ,             ,                      ,                       ,                 ,               , False         ,                       ,                       ,                       ,                       ,                    , False              , 10149(10)   ,   10149.0 , 10.149             ,  10.0               , 0.01                 , False           , True                  ,                 , False               ,                       ,         2004.0
281Rg  , Rg    , 111, 170, 281, False           , False                , 11^+3_-1 s          , 11.0                  , 3.0                   , 1.0                   , 2.0                   , s          ,                 , False           ,               , False        , "alpha, SF"                     , 14/88                          ,           14.0 ,                         ,                          ,                    ,                  , False            , 78.57142857142857     , 21.428571428571427     , 7.142857142857143       , 14.285714285714285    ,                       , False                 , 88.0        ,                      ,                       ,                 ,               , False         , 12.5                  , 3.4090909090909087    , 1.1363636363636365    , 2.2727272727272725    ,                    , False              , 9900(400)#  ,    9900.0 ,  9.9               , 400.0               , 0.4                  , True            , False                 ,                 , True                , Qalpha                ,         2010.0
282Rg  , Rg    , 111, 171, 282, False           , False                , 100^+70_-30 s       , 100.0                 , 70.0                  , 30.0                  , 50.0                  , s          ,                 , False           ,               , False        , "alpha, SF"                     , approx 100/?                   ,          100.0 ,                         ,                          ,                    , approx           , False            , 100.0                 , 70.0                   , 30.0                    , 50.0                  , approx                , False                 ,             ,                      ,                       ,                 , unknown       , False         ,                       ,                       ,                       ,                       ,                    , False              , 9550(100)#  ,    9550.0 ,  9.55              , 100.0               , 0.1                  , True            , False                 ,                 , True                , Qalpha                ,         2010.0
277Cn  , Cn    , 112, 165, 277, False           , False                , 0.61^+0.46_-0.18 ms , 0.00061               , 0.00046               , 0.00017999999999999998, 0.00031999999999999997, ms         ,                 , False           ,               , False        , alpha                           , 100                            ,          100.0 ,                         ,                          ,                    ,                  , False            , 0.00061               , 0.00046                , 0.00017999999999999998  , 0.00031999999999999997,                       , False                 ,             ,                      ,                       ,                 ,               , False         ,                       ,                       ,                       ,                       ,                    , False              , 11620(60)   ,   11620.0 , 11.62              ,  60.0               , 0.06                 , False           , True                  ,                 , False               ,                       ,         1996.0
280Cn  , Cn    , 112, 168, 280, False           , False                , 10^+108_-4 us       , 9.999999999999999e-06 , 0.000108              , 4e-06                 , 5.6e-05               , us         ,                 , False           ,               , False        , SF                              , 100                            ,                ,                         ,                          ,                    ,                  , False            ,                       ,                        ,                         ,                       ,                       , False                 , 100.0       ,                      ,                       ,                 ,               , False         , 9.999999999999999e-06 , 0.000108              , 4e-06                 , 5.6e-05               ,                    , False              , 10690(200)# ,   10690.0 , 10.69              , 200.0               , 0.2                  , True            , False                 ,                 , True                , Qalpha                ,         2025.0
281Cn  , Cn    , 112, 169, 281, False           , False                , 0.18^+0.10_-0.05 s  , 0.18                  , 0.1                   , 0.05                  , 0.07500000000000001   , s          ,                 , False           ,               , False        , "alpha, SF"                     , 100/?                          ,          100.0 ,                         ,                          ,                    ,                  , False            , 0.18                  , 0.1                    , 0.05                    , 0.07500000000000001   ,                       , False                 ,             ,                      ,                       ,                 , unknown       , False         ,                       ,                       ,                       ,                       ,                    , False              , 10430(60)   ,   10430.0 , 10.43              ,  60.0               , 0.06                 , False           , True                  ,                 , False               ,                       ,         2010.0
282Cn  , Cn    , 112, 170, 282, False           , False                , 0.83^+0.18_-0.13 ms , 0.00083               , 0.00017999999999999998, 0.00013000000000000002, 0.000155              , ms         ,                 , False           , 0^+           , False        , "alpha, SF"                     , ?/100                          ,                ,                         ,                          ,                    , unknown          , False            ,                       ,                        ,                         ,                       ,                       , False                 , 100.0       ,                      ,                       ,                 ,               , False         , 0.00083               , 0.00017999999999999998, 0.00013000000000000002, 0.000155              ,                    , False              , 10150(200)# ,   10150.0 , 10.15              , 200.0               , 0.2                  , True            , False                 ,                 , True                , Qalpha                ,         2004.0
283Cn  , Cn    , 112, 171, 283, False           , False                , 3.81^+0.45_-0.36 s  , 3.81                  , 0.45                  , 0.36                  , 0.405                 , s          ,                 , False           ,               , False        , "alpha, SF"                     , >90/<10                        ,           90.0 ,                         ,                          ,                    , >                , False            , 4.233333333333333     , 0.5                    , 0.4                     , 0.45                  , <                     , False                 , 10.0        ,                      ,                       ,                 , <             , False         , 38.1                  , 4.5                   , 3.6                   , 4.05                  , >                  , False              , 9667(15)    ,    9667.0 ,  9.667             ,  15.0               , 0.015                , False           , True                  ,                 , False               ,                       ,         2004.0
284Cn  , Cn    , 112, 172, 284, False           , False                , 98^+20_-14 ms       , 0.098                 , 0.02                  , 0.014                 , 0.017                 , ms         ,                 , False           , 0^+           , False        , "alpha, SF"                     , 2/98                           ,            2.0 ,                         ,                          ,                    ,                  , False            , 4.9                   , 1.0                    , 0.7000000000000001      , 0.8500000000000001    ,                       , False                 , 98.0        ,                      ,                       ,                 ,               , False         , 0.1                   , 0.020408163265306124  , 0.014285714285714285  , 0.017346938775510204  ,                    , False              , 9460(10)    ,    9460.0 ,  9.46              ,  10.0               , 0.01                 , False           , True                  ,                 , False               ,                       ,         2004.0
285Cn  , Cn    , 112, 173, 285, False           , False                , 33^+10_-6 s         , 33.0                  , 10.0                  , 6.0                   , 8.0                   , s          ,                 , False           ,               , False        , alpha                           , 100                            ,          100.0 ,                         ,                          ,                    ,                  , False            , 33.0                  , 10.0                   , 6.0                     , 8.0                   ,                       , False                 ,             ,                      ,                       ,                 ,               , False         ,                       ,                       ,                       ,                       ,                    , False              , 9320(20)    ,    9320.0 ,  9.32              ,  20.0               , 0.02                 , False           , True                  ,                 , False               ,                       ,         2004.0
286Cn  , Cn    , 112, 174, 286, True            , False                , (8.4^+40.5_-3.9 s)  , 8.4                   , 40.5                  , 3.9                   , 22.2                  , s          ,                 , False           ,               , False        , "(alpha, SF)"                   , (100/?)                        ,          100.0 ,                         ,                          ,                    ,                  , False            , 8.4                   , 40.5                   , 3.9                     , 22.2                  ,                       , False                 ,             ,                      ,                       ,                 , unknown       , False         ,                       ,                       ,                       ,                       ,                    , False              , 9240(760)#  ,    9240.0 ,  9.24              , 760.0               , 0.76                 , True            , False                 ,                 , True                , Qalpha                ,         2017.0
278Nh  , Nh    , 113, 165, 278, False           , False                , 2.0^+2.7_-0.7 ms    , 0.002                 , 0.0027                , 0.0007                , 0.0017000000000000001 , ms         ,                 , False           ,               , False        , alpha                           , 100                            ,          100.0 ,                         ,                          ,                    ,                  , False            , 0.002                 , 0.0027                 , 0.0007                  , 0.0017000000000000001 ,                       , False                 ,             ,                      ,                       ,                 ,               , False         ,                       ,                       ,                       ,                       ,                    , False              , 11990(80)   ,   11990.0 , 11.99              ,  80.0               , 0.08                 , False           , True                  ,                 , False               ,                       ,         2004.0
282Nh  , Nh    , 113, 169, 282, False           , False                , 61^+73_-22 ms       , 0.061                 , 0.073                 , 0.022                 , 0.0475                , ms         ,                 , False           ,               , False        , alpha                           , 100                            ,          100.0 ,                         ,                          ,                    ,                  , False            , 0.061                 , 0.073                  , 0.022                   , 0.0475                ,                       , False                 ,             ,                      ,                       ,                 ,               , False         ,                       ,                       ,                       ,                       ,                    , False              , 10780(80)   ,   10780.0 , 10.78              ,  80.0               , 0.08                 , False           , True                  ,                 , False               ,                       ,         2007.0
283Nh  , Nh    , 113, 170, 283, False           , False                , 123^+80_-35 ms      , 0.123                 , 0.08                  , 0.035                 , 0.0575                , ms         ,                 , False           ,               , False        , alpha                           , 100                            ,          100.0 ,                         ,                          ,                    ,                  , False            , 0.123                 , 0.08                   , 0.035                   , 0.0575                ,                       , False                 ,             ,                      ,                       ,                 ,               , False         ,                       ,                       ,                       ,                       ,                    , False              , 10350(40)   ,   10350.0 , 10.35              ,  40.0               , 0.04                 , False           , True                  ,                 , False               ,                       ,         2004.0
284Nh  , Nh    , 113, 171, 284, False           , False                , 0.90^+0.07_-0.06 s  , 0.9                   , 0.07                  , 0.06                  , 0.065                 , s          ,                 , False           ,               , False        , alpha                           , 100                            ,          100.0 ,                         ,                          ,                    ,                  , False            , 0.9                   , 0.07                   , 0.06                    , 0.065                 ,                       , False                 ,             ,                      ,                       ,                 ,               , False         ,                       ,                       ,                       ,                       ,                    , False              , 10280(40)   ,   10280.0 , 10.28              ,  40.0               , 0.04                 , False           , True                  ,                 , False               ,                       ,         2004.0
285Nh  , Nh    , 113, 172, 285, False           , False                , 2.1^+0.6_-0.3 s     , 2.1                   , 0.6                   , 0.3                   , 0.44999999999999996   , s          ,                 , False           ,               , False        , "alpha, SF"                     , 82/18                          ,           82.0 ,                         ,                          ,                    ,                  , False            , 2.5609756097560976    , 0.7317073170731707     , 0.36585365853658536     , 0.5487804878048781    ,                       , False                 , 18.0        ,                      ,                       ,                 ,               , False         , 11.666666666666668    , 3.3333333333333335    , 1.6666666666666667    , 2.5                   ,                    , False              , 10010(40)   ,   10010.0 , 10.01              ,  40.0               , 0.04                 , False           , True                  ,                 , False               ,                       ,         2010.0
286Nh  , Nh    , 113, 173, 286, False           , False                , 9.5^+6.3_-2.7 s     , 9.5                   , 6.3                   , 2.7                   , 4.5                   , s          ,                 , False           ,               , False        , alpha                           , 100                            ,          100.0 ,                         ,                          ,                    ,                  , False            , 9.5                   , 6.3                    , 2.7                     , 4.5                   ,                       , False                 ,             ,                      ,                       ,                 ,               , False         ,                       ,                       ,                       ,                       ,                    , False              , 9790(50)    ,    9790.0 ,  9.79              ,  50.0               , 0.05                 , False           , True                  ,                 , False               ,                       ,         2010.0
284Fl  , Fl    , 114, 170, 284, False           , False                , 2.5^+1.2_-0.6 ms    , 0.0025                , 0.0012                , 0.0006                , 0.0009                , ms         ,                 , False           ,               , False        , "alpha, SF"                     , 24/76                          ,           24.0 ,                         ,                          ,                    ,                  , False            , 0.010416666666666668  , 0.005                  , 0.0025                  , 0.00375               ,                       , False                 , 76.0        ,                      ,                       ,                 ,               , False         , 0.003289473684210526  , 0.0015789473684210524 , 0.0007894736842105262 , 0.0011842105263157893 ,                    , False              , 10721(17)   ,   10721.0 , 10.721             ,  17.0               , 0.017                , False           , True                  ,                 , False               ,                       ,         2015.0
285Fl  , Fl    , 114, 171, 285, False           , False                , 0.10^+0.06_-0.03 s^t, 0.1                   , 0.06                  , 0.03                  , 0.045                 , s          ,                 , False           ,               , False        , alpha                           , 100                            ,          100.0 ,                         ,                          ,                    ,                  , False            , 0.1                   , 0.06                   , 0.03                    , 0.045                 ,                       , False                 ,             ,                      ,                       ,                 ,               , False         ,                       ,                       ,                       ,                       ,                    , False              , 10560(70)   ,   10560.0 , 10.56              ,  70.0               , 0.07                 , False           , True                  ,                 , False               ,                       ,         2010.0
286Fl  , Fl    , 114, 172, 286, False           , False                , 105^+17_-13 s       , 105.0                 , 17.0                  , 13.0                  , 15.0                  , s          ,                 , False           ,               , False        , "alpha, SF"                     , 40/60                          ,           40.0 ,                         ,                          ,                    ,                  , False            , 262.5                 , 42.5                   , 32.5                    , 37.5                  ,                       , False                 , 60.0        ,                      ,                       ,                 ,               , False         , 175.0                 , 28.333333333333336    , 21.666666666666668    , 25.0                  ,                    , False              , 10335(10)   ,   10335.0 , 10.335             ,  10.0               , 0.01                 , False           , True                  ,                 , False               ,                       ,         2004.0
287Fl  , Fl    , 114, 173, 287, False           , False                , 360^+45_-36 ms      , 0.36                  , 0.045                 , 0.036000000000000004  , 0.0405                , ms         ,                 , False           ,               , False        , alpha                           , >70                            ,           70.0 ,                         ,                          ,                    , >                , False            , 0.5142857142857143    , 0.0642857142857143     , 0.05142857142857144     , 0.05785714285714287   , <                     , False                 ,             ,                      ,                       ,                 ,               , False         ,                       ,                       ,                       ,                       ,                    , False              , 10157(15)   ,   10157.0 , 10.157             ,  15.0               , 0.015                , False           , True                  ,                 , False               ,                       ,         2004.0
288Fl  , Fl    , 114, 174, 288, False           , False                , 0.64^+0.14_-0.10 s  , 0.64                  , 0.14                  , 0.1                   , 0.12000000000000001   , s          ,                 , False           , 0^+           , False        , "alpha, SF"                     , 100                            ,          100.0 ,                         ,                          ,                    ,                  , False            , 0.64                  , 0.14                   , 0.1                     , 0.12000000000000001   ,                       , False                 ,             ,                      ,                       ,                 , unknown       , False         ,                       ,                       ,                       ,                       ,                    , False              , 10076(12)   ,   10076.0 , 10.076             ,  12.0               , 0.012                , False           , True                  ,                 , False               ,                       ,         2004.0
289Fl  , Fl    , 114, 175, 289, False           , False                , 2.4^+0.8_-0.5 s     , 2.4                   , 0.8                   , 0.5                   , 0.65                  , s          ,                 , False           ,               , False        , alpha                           , 100                            ,          100.0 ,                         ,                          ,                    ,                  , False            , 2.4                   , 0.8                    , 0.5                     , 0.65                  ,                       , False                 ,             ,                      ,                       ,                 ,               , False         ,                       ,                       ,                       ,                       ,                    , False              , 9950(70)    ,    9950.0 ,  9.95              ,  70.0               , 0.07                 , False           , True                  ,                 , False               ,                       ,         2004.0
290Fl  , Fl    , 114, 176, 290, True            , False                , (<0.46 s^v)         , 0.46                  ,                       ,                       ,                       , s          , <               , False           ,               , False        , (alpha)                         , (100)                          ,          100.0 ,                         ,                          ,                    ,                  , False            , 0.46                  ,                        ,                         ,                       , <                     , False                 ,             ,                      ,                       ,                 ,               , False         ,                       ,                       ,                       ,                       ,                    , False              , (9860(30))  ,    9860.0 ,  9.86              ,  30.0               , 0.03                 , False           , True                  ,                 , False               ,                       ,         2017.0
286Mc  , Mc    , 115, 171, 286, False           , False                , 20^+98_-9 ms        , 0.02                  , 0.098                 , 0.009000000000000001  , 0.053500000000000006  , ms         ,                 , False           ,               , False        , alpha                           , 100                            ,          100.0 ,                         ,                          ,                    ,                  , False            , 0.02                  , 0.098                  , 0.009000000000000001    , 0.053500000000000006  ,                       , False                 ,             ,                      ,                       ,                 ,               , False         ,                       ,                       ,                       ,                       ,                    , False              , 10860(20)   ,   10860.0 , 10.86              ,  20.0               , 0.02                 , False           , True                  ,                 , False               ,                       ,         2022.0
287Mc  , Mc    , 115, 172, 287, False           , False                , 38^+22_-10 ms       , 0.038                 , 0.022                 , 0.01                  , 0.016                 , ms         ,                 , False           ,               , False        , alpha                           , 100                            ,          100.0 ,                         ,                          ,                    ,                  , False            , 0.038                 , 0.022                  , 0.009999999999999998    , 0.016                 ,                       , False                 ,             ,                      ,                       ,                 ,               , False         ,                       ,                       ,                       ,                       ,                    , False              , 10760(70)   ,   10760.0 , 10.76              ,  70.0               , 0.07                 , False           , True                  ,                 , False               ,                       ,         2004.0
288Mc  , Mc    , 115, 173, 288, False           , False                , 193^+15_-13 ms      , 0.193                 , 0.015                 , 0.013000000000000001  , 0.014                 , ms         ,                 , False           ,               , False        , alpha                           , 100                            ,          100.0 ,                         ,                          ,                    ,                  , False            , 0.193                 , 0.015                  , 0.013000000000000001    , 0.014                 ,                       , False                 ,             ,                      ,                       ,                 ,               , False         ,                       ,                       ,                       ,                       ,                    , False              , 10650(50)   ,   10650.0 , 10.65              ,  50.0               , 0.05                 , False           , True                  ,                 , False               ,                       ,         2004.0
289Mc  , Mc    , 115, 174, 289, False           , False                , 250^+51_-35 ms      , 0.25                  , 0.051000000000000004  , 0.035                 , 0.043000000000000003  , ms         ,                 , False           ,               , False        , "alpha, SF"                     , 100/?                          ,          100.0 ,                         ,                          ,                    ,                  , False            , 0.25                  , 0.051000000000000004   , 0.035                   , 0.043000000000000003  ,                       , False                 ,             ,                      ,                       ,                 , unknown       , False         ,                       ,                       ,                       ,                       ,                    , False              , 10490(50)   ,   10490.0 , 10.49              ,  50.0               , 0.05                 , False           , True                  ,                 , False               ,                       ,         2010.0
290Mc  , Mc    , 115, 175, 290, False           , False                , 0.65^+0.49_-0.20 ms , 0.0006500000000000001 , 0.00049               , 0.0002                , 0.000345              , ms         ,                 , False           ,               , False        , alpha                           , 100                            ,          100.0 ,                         ,                          ,                    ,                  , False            , 0.0006500000000000001 , 0.00049                , 0.0002                  , 0.000345              ,                       , False                 ,             ,                      ,                       ,                 ,               , False         ,                       ,                       ,                       ,                       ,                    , False              , 10410(40)   ,   10410.0 , 10.41              ,  40.0               , 0.04                 , False           , True                  ,                 , False               ,                       ,         2010.0
288Lv  , Lv    , 116, 172, 288, False           , False                , 2.0^+2.3_-0.7 ms    , 0.002                 , 0.0023                , 0.0007                , 0.0015                , ms         ,                 , False           ,               , False        , alpha                           , 100                            ,          100.0 ,                         ,                          ,                    ,                  , False            , 0.002                 , 0.0023                 , 0.0007                  , 0.0015                ,                       , False                 ,             ,                      ,                       ,                 ,               , False         ,                       ,                       ,                       ,                       ,                    , False              , 11.240(15)  ,   11240.0 , 11.24              ,  15.0               , 0.015                , False           , True                  ,                 , False               ,                       ,         2025.0
